-0.0155952,0.0124978,0.019993,-0.0385205,0.030491,0.00481679,-0.0453689,-0.125269,0.0634546,-0.047619,0.0137652,-0.0113818,
0.00273342,0.0378766,0.00940005,-0.0380718,0.0777335,0.00990753,-0.0251145,-0.0995572,0.0368052,-0.0227077,0.00676471,0.0395852,
-0.00260126,0.0331595,-0.00468806,-0.034058,0.0502626,0.0410714,-0.032247,-0.0911024,0.0456318,-0.0197687,-0.02207,0.00350195,
-0.0073024,0.0235829,0.0103572,-0.0138075,0.0241833,0.0118061,-0.021085,-0.102677,0.0566302,-0.00463167,-0.0194992,-0.0174011,
-0.0134745,0.0663415,0.031107,-0.0408163,0.0166512,-0.0209281,-0.0195167,-0.107299,0.0443831,-0.0376169,-0.00802873,0.00383387,
0.00456087,-0.0016298,-0.0284515,-0.0703313,0.0107152,-0.0151999,-0.0190661,-0.124554,0.0889594,-0.0679612,-0.0119048,0.00466867,
-0.0103806,0.0527516,0.00938628,-0.0525036,0.0430319,-0.0176607,-0.0282935,-0.127237,0.061338,-0.0311067,-0.00861778,0.218851,
-0.0219989,0.0219383,-0.00108696,-0.0427095,0.0511509,0.0235199,-0.0427892,-0.124724,0.0759773,-0.0565485,0.00217391,-0.010846,
0.0128158,0.043866,0.00380974,-0.0361127,0.0361532,0.00368494,-0.018357,-0.0875409,0.055463,0.0240291,0.015525,0.0220562,
-0.0200303,0.0136661,0.0268464,-0.0316246,-0.0206319,-0.0213073,-0.0159902,-0.08175,0.0533624,-0.0220987,-0.015594,-0.0034904,
0.00377155,0.0427626,0.0279684,0.000333834,0.0362089,0.00676328,-0.0415867,-0.0804406,0.0448276,-0.00694806,-0.00857093,0.0301694,
0.0121261,0.0271566,0.00129601,-0.057986,-0.012366,0.0180857,-0.0314294,-0.0744921,0.054878,-0.0179191,0.0147145,0.0258121,
-0.0280618,0.0298791,0.0412909,-0.03621,0.0160243,0.00511509,-0.0342451,-0.0905698,0.0558909,-0.0262947,-0.00551837,-0.0236128,
-0.0119739,0.0580242,0.00381812,-0.0134855,0.0304942,0.00442177,-0.0518117,-0.0985714,0.0392235,-0.012581,-0.0158301,0.0309925,
-0.00960615,0.0533463,0.0214856,-0.0252404,0.0422318,0,-0.0316474,-0.0864386,0.0561685,0.00189934,0.0281201,0.0307314,
-0.0102102,0.0328883,0.00975209,-0.0275774,0.0198636,0.00926904,0.0220879,-0.0688126,0.050568,-0.0108127,-0.0064645,0.0115935,
-0.00453515,0.0618288,-0.00827459,-0.0735476,-0.00366911,0.00870439,0.0162629,-0.111692,0.0426471,-0.0398449,0.0168931,-0.00325027,
-0.0206244,0.0575734,0.0261235,-0.0144205,0.041185,-0.019431,-0.0306086,-0.106771,0.0684512,-0.0323198,0.00592885,0.00157171,
-0.0421698,0.0087277,-0.00365314,-0.0760324,0.0160819,0.0832477,-0.0721063,-0.118814,0.108378,-0.0573702,0.0650822,-0.0513034,
-0.0310403,0.0147186,0.024744,-0.0366361,-0.0273696,0.0186611,-0.0116313,-0.0935569,0.0931516,-0.0362233,0.00246457,-0.0181315,
-0.0051247,0.0765797,0.0213716,-0.0259213,0.0400769,-0.00524044,0.0154943,-0.0747635,0.0560686,-0.0277951,-0.0202377,0.0409836,
0.0175097,0.0564054,-0.00271493,0.00272232,0.0371041,-0.061082,-0.0408922,-0.0881783,0.0680128,-0.0308458,-0.026078,0.0109635,
-0.0083877,0.0469925,0.00987433,-0.0391111,-0.0573543,0.030422,-0.0133333,-0.0434363,0.0443996,-0.0222222,-0.000988142,0.0178042,
-0.00832755,0.0510847,0.00732357,-0.0555188,0.030091,-0.0190217,-0.0145429,-0.0836261,0.0360429,-0.0096225,-0.00149477,0.0224551,
-0.0617143,0.0353228,0.0287059,-0.0196706,-0.0125992,0.00543478,-0.0495887,-0.104352,0.0565986,-0.0282205,-0.0403334,-0.0109274,
