0.00311289,0.00347462,0.0105508,-5.53E-05,0.00244947,-0.0034453,0.0081132,0.00458618,-0.000467951,0.00645996,0.00360212,0.00478149,0.00276199,-0.00407426,-0.00186504,-0.00546148,-0.000369444,-0.00474915,-0.00325451,0.0107307,-0.01566,0.00423481,0.0100335,0.00449339,-0.00253382,-0.00189742,0.00379088,0.00385599,0.00118778,0.00359684,-0.000671159,0.00383315,-0.0040559,0.001941,0.00504558,0.00364699,-0.00189143,0.0050717,0.000589142,-0.000510478,0.00175067,-0.00401136,0.00404795,-0.00179793,-0.00501302,0.00640202,0.00373684,0.000398081,-0.00462457,0.00463258
0.00698123,0.00673202,0.0076643,-0.000469947,0.00523166,-0.000302734,0.0112562,0.00872099,-0.00296009,0.00622203,0.00733063,0.00341502,0.00138689,-0.000544214,0.00373757,-0.00578831,0.000209962,-0.00124334,-0.00305814,0.0126492,-0.0190542,0.000233419,0.00371745,0.00476113,-0.00148218,0.000924922,0.00356129,0.00380256,0.00264867,0.00161,0.00152172,0.00340575,-0.000567296,0.000944355,0.00614494,0.00207213,-5.30E-05,0.0103308,0.00465311,5.24E-05,0.00369771,0.000864691,0.00332475,-0.00134542,-0.00474425,0.00892395,0.0022954,-0.00196149,0.00162372,0.0104895
0.0106214,0.0090662,0.00214632,-0.000879852,0.00786117,0.0033817,0.0115552,0.0126231,-0.00545142,0.00489303,0.0110748,0.00205848,-8.62E-06,0.00301877,0.00953989,-0.00667564,0.000392731,0.00245774,0.00411889,0.0140228,-0.0223014,-0.00263963,-0.0025868,0.00669664,-0.0007069,0.00370999,0.00299868,0.000872449,0.00371268,-0.000375132,0.00375079,0.00313303,0.00276592,0.00160745,0.00648373,0.00338179,-1.22E-05,0.0129385,0.00865332,0.000542628,0.00567525,0.00566858,0.00271935,0.0026005,-0.0037018,0.0117713,0.0004953,-0.00195143,0.00672884,0.0170296
0.0142808,0.0118325,-0.00204305,-0.00373505,0.0104975,0.00706572,0.0152097,0.0163566,-0.00476198,0.00358498,0.0148286,0.000708599,-0.00141886,0.00659063,0.0154171,-0.00806185,-0.00723389,-0.00128169,0.00629396,0.0177438,-0.0246636,-0.00554765,-0.00891464,0.00864573,0.000525359,0.00604513,0.00393003,4.19E-06,0.00517048,0.00202089,0.00600081,0.0013426,0.00695711,0.00121152,0.00707351,0.00260265,0.0012915,0.0174011,0.0127927,-0.00137069,0.00766976,0.0104386,0.0021747,0.00499609,-0.00276458,0.0145737,-0.00147664,-0.00211266,0.0117392,0.0236491
0.0149928,0.0146054,-0.00629176,-0.00535755,0.0112078,0.0107586,0.0189169,0.0200486,-0.00697122,0.00228685,0.0185869,-0.000636591,-0.0028384,0.0101638,0.021316,-0.00972741,-0.00873899,0.000420963,0.00851039,0.0293407,-0.02733,-0.0084801,-0.0165093,0.0105687,-0.00124653,0.0107616,0.00243866,-0.000889613,0.00662188,0.000947857,0.00343028,0.000628732,0.0105698,0.000828197,0.00761995,0.0019206,0.00260651,0.0228912,0.0163086,-0.00134252,0.00916199,0.0130865,0.0025304,0.00747557,-0.00600368,0.0173486,-0.00353631,-0.0023716,0.013582,0.0257501
0.0180572,0.0190309,-0.0105672,-0.00699835,0.0130881,0.0129483,0.0153739,0.0237204,-0.00916042,0.000995446,0.02234,-0.00197467,-0.00426334,0.0137266,0.0271298,-0.0111885,-0.0102676,0.00718668,-0.00104494,0.0353068,-0.0295932,-0.012605,-0.0233084,0.012702,-0.000708384,0.0133814,0.00200583,-0.00180462,0.00667044,-0.000850996,0.00484592,-0.000129855,0.0141905,0.000452366,0.00864345,-0.00372479,0.0039656,0.024377,0.019823,-0.00130146,0.0111348,0.0176011,0.00204296,0.0160359,-0.0059724,0.0023351,-0.0187632,-0.00135467,0.0173336,0.0297049
0.0305348,0.0240707,-0.0148569,-0.00854187,0.0149295,0.0164207,0.0174264,0.0273701,-0.0113406,-0.00708104,0.0256713,-0.00333928,-0.00570361,0.0173346,0.0331786,-0.0126242,-0.0149541,0.00991513,0.00149099,0.0412957,-0.0318611,-0.0188922,-0.0318354,0.0150797,-0.000178916,0.0160052,0.001572,-0.00411114,0.00775567,-0.00212287,0.00625548,-0.000958355,0.0185498,7.83E-05,0.00934277,-0.00554833,0.00542339,0.0284194,0.0233088,-0.00125353,0.0131079,0.0221169,0.0015555,0.0196739,-0.00595245,0.00249911,-0.022334,-0.00207248,0.0211349,0.0337103
0.0354403,0.0274585,-0.0155306,-0.0101762,0.0167307,0.0174169,0.0194852,0.0310622,-0.00827052,-0.00960131,0.0294284,0.00533628,-0.00713134,0.0209011,0.0393788,-0.00999301,-0.0168626,0.0126487,0.00113792,0.0473043,-0.0331931,-0.0230216,-0.0411138,0.0184577,-0.00130676,0.0186299,0.000350009,-0.0051689,0.0122901,-7.83E-05,0.011573,-0.000506149,0.0222415,-0.000287007,0.0100501,-0.00736623,0.00766743,0.0323668,0.0268897,-0.00381784,0.0150849,0.0265736,0.00106624,0.0233183,-0.00593547,0.00278829,-0.0259076,-0.00276282,0.0485548,0.0377343
0.0402982,0.0259282,-0.0192516,-0.0137033,0.0186813,0.020633,0.0215462,0.0353604,-0.0101513,-0.012124,0.0331896,0.00556462,0.000955025,0.0244739,0.0424306,-0.0154442,-0.0187773,0.00700002,0.000785282,0.0533238,-0.0352392,-0.0304321,-0.0485844,0.0193236,-0.000971178,0.0216015,-0.000233666,-0.00622758,0.0137999,-0.00104419,0.0135804,-0.000787662,0.0259324,-0.00582805,0.0107706,-0.00918669,0.00927543,0.0303749,0.0317806,-0.00409056,0.0204972,0.0311554,0.000578387,0.0282375,0.00152341,0.00299738,-0.0294891,-0.00621375,0.0553167,0.055906
0.0440827,0.0286179,-0.0192906,-0.0155917,0.020741,0.0238438,0.0267953,0.0393768,-0.012037,-0.0146484,0.0369533,0.00579786,0.000646843,0.0285674,0.0453869,-0.011938,-0.0206966,0.00867717,-0.0142929,0.0593551,-0.0372825,-0.0349698,-0.0594964,0.0216468,-0.000589823,0.0244815,-0.000819738,-0.0125508,0.0153117,-0.00201027,0.0155892,-0.00103103,0.029622,-0.00667331,0.0182323,-0.0175522,0.0157371,0.0338742,0.0359928,-0.00436406,0.0229906,0.033678,-0.000592847,0.0319543,0.00240116,0.00319979,-0.0465463,-0.00742323,0.0620821,0.0618579
0.0487294,0.0313063,-0.0226758,-0.0174806,0.0228142,0.0270504,0.0294362,0.0434079,-0.013926,-0.017173,0.046782,0.0123972,0.000336416,0.0317854,0.0482934,-0.012909,-0.0258491,0.0103512,-0.0165278,0.0675944,-0.0356875,-0.039508,-0.0672634,0.0232078,-0.000230553,0.0283019,-0.00558837,-0.0213008,0.0139983,-0.0029765,0.017599,-0.00108717,0.0324939,-0.00751723,0.0196531,-0.0200027,0.0178881,0.0373794,0.0401793,-0.00463811,0.0254841,0.0379345,-0.00116959,0.0356691,0.00328167,0.00339737,-0.0518376,-0.00863321,0.0791852,0.0678186
0.0533753,0.0317587,-0.0260621,-0.0193698,0.0248978,0.0302535,0.0320789,0.04745,-0.0158172,-0.0272871,0.051062,0.0128987,-0.00204948,0.0349811,0.0511764,-0.0138796,-0.028135,0.00663476,-0.0203813,0.0748731,-0.0371595,-0.0440467,-0.0793697,0.0255124,-0.00872323,0.0310162,-0.00669835,-0.0238019,0.0151628,0.00275578,0.0146449,-0.00267558,0.0360976,-0.00836002,0.0210672,-0.0224549,0.0195581,0.0408885,0.0422199,-0.00418927,0.0294134,0.0421909,-0.00174621,0.0393827,0.00416425,-0.00545278,-0.0571265,-0.00309291,0.0869728,0.0737857
0.0580208,0.034242,-0.0294513,-0.0184667,0.0269895,0.0201587,0.034723,0.0499191,-0.0177095,-0.0305059,0.0553423,0.0133965,-0.00277711,0.0381609,0.054051,-0.0148499,-0.0304203,0.00793135,-0.0227844,0.0821492,-0.0386279,-0.0471778,-0.0874883,0.0208024,-0.00845811,0.0337323,-0.00781023,-0.0257535,0.0163265,0.00227055,0.0161072,-0.00233362,0.0368029,0.00363339,0.0224405,-0.0249084,0.0219334,0.0284751,0.0461673,-0.0044226,0.0320275,0.0464473,-0.00232275,0.0430952,0.00504842,-0.00589734,-0.0624135,-0.00369059,0.0947597,0.0797577
0.0626658,0.0367253,-0.0328384,-0.0201047,0.02797,0.0223488,0.038145,0.053615,-0.0196028,-0.033726,0.0596228,0.0138916,-0.00350977,0.0413295,0.0802614,-0.01582,-0.0327052,0.00525751,-0.025185,0.0879652,-0.0338771,-0.0516427,-0.0956136,0.0225627,-0.00909493,0.036448,-0.00892358,-0.0277056,0.0174894,0.00481072,0.017568,-0.00254036,0.0402175,0.0062308,0.0224327,-0.0273629,0.023001,0.0301167,0.0501288,-0.00465508,0.034642,0.0507036,-0.00289922,0.046807,0.018841,-0.00700363,-0.0776401,-0.0042899,0.102546,0.0802087
